,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,Aksarka,66.5606,67.7975,52.3,45,100,8.1,RU,1590602400
357,Toma,12.7667,-2.8833,94.12,35,83,1.52,BF,1590602400
358,Prieska,-29.6641,22.7474,50.18,45,1,4.61,ZA,1590602400
359,Tobol,52.6844,62.5794,65.17,63,0,8.43,KZ,1590602400
360,Trat,12.5,102.5,79.21,87,97,1.16,TH,1590602400
361,Yenagoa,4.9247,6.2642,80.56,90,81,1.19,NG,1590602400
362,Buchanan,5.8808,-10.0467,84.7,76,56,7.87,LR,1590602400
363,Pangody,65.85,74.4859,45.75,54,97,2.3,RU,1590602400
364,Sabha,27.0377,14.4283,89.08,25,65,20.96,LY,1590602400
365,Inhambane,-23.865,35.3833,70.05,71,65,11.97,MZ,1590602400
366,Biggar,55.6167,-3.5167,61.92,59,38,3.83,GB,1590602400
367,Mbeya,-8.9,33.45,64.65,75,8,4.61,TZ,1590602400
368,Tambilil,5.9622,124.6697,80.96,76,91,3.2,PH,1590602400
369,Lac du Bonnet,50.2536,-96.0612,71.82,43,0,14.92,CA,1590602400
370,Laguna,38.421,-121.4238,88.45,46,2,4.27,US,1590602400
371,Port Keats,-14.25,129.55,71.96,82,13,4.32,AU,1590602400
372,‘Ewa Beach,21.3156,-158.0072,76.93,74,86,11.36,US,1590602400
373,Takhtamygda,54.1,123.5667,53.56,47,40,2.84,RU,1590602400
374,Olavarría,-36.8927,-60.3225,63.81,57,0,8.55,AR,1590602400
375,Avera,33.194,-82.5271,79.02,77,95,9.62,US,1590602400
376,Nabire,-3.3667,135.4833,77.07,87,97,2.89,ID,1590602400
377,Tigil',57.8,158.6667,36.12,80,94,9.37,RU,1590602400
378,Juba,4.8517,31.5825,83.75,66,68,1.72,SS,1590602400
379,Chihuahua,28.5,-106.0,85.51,18,3,1.68,MX,1590602400
380,Roald,62.5833,6.1333,49.12,76,82,21.39,NO,1590602400
381,Socorro,31.6546,-106.3033,89.28,13,3,6.44,US,1590602400
382,Tocopilla,-22.092,-70.1979,69.39,45,8,4.16,CL,1590602400
383,Ryōtsu-minato,38.0833,138.4333,57.13,89,66,7.72,JP,1590602400
384,Dongsheng,39.8161,109.9776,62.19,29,16,13.44,CN,1590602400
385,Waipawa,-41.4122,175.5153,47.26,86,95,3.67,NZ,1590602400
386,Atar,20.5169,-13.0499,106.75,12,0,10.92,MR,1590602400
387,Jieshi,22.8134,115.8257,77.22,91,61,13.73,CN,1590602400
388,High Prairie,55.4334,-116.4858,53.46,75,79,12.15,CA,1590602400
389,Biak,-0.9131,122.8766,78.98,77,14,3.49,ID,1590602400
390,Dwārka,22.2394,68.9678,84.94,81,0,21.43,IN,1590602400
391,Lalín,42.7167,-8.1167,84.67,46,11,1.14,ES,1590602400
392,Carauari,-4.8828,-66.8958,88.93,56,79,4.27,BR,1590602400
393,Klaksvík,62.2266,-6.589,49.24,77,94,16.2,FO,1590602400
394,Benghazi,32.1167,20.0667,69.94,58,0,19.01,LY,1590602400
395,Ahipara,-35.1667,173.1667,57.49,90,54,9.69,NZ,1590602400
396,Andenes,69.3143,16.1194,45.3,76,77,31.81,NO,1590602400
397,Wasilla,61.5814,-149.4394,49.91,75,3,2.15,US,1590602400
398,Nanortalik,60.1432,-45.2371,38.37,85,95,7.27,GL,1590602400
399,Tukums,56.9669,23.1553,58.53,62,22,3.85,LV,1590602400
400,Andra,62.5147,65.8878,59.72,56,100,8.05,RU,1590602400
401,Bosaso,11.2842,49.1816,90.36,61,10,3.24,SO,1590602400
402,Harsīn,34.2721,47.5861,76.96,19,0,2.46,IR,1590602400
403,Padang,-0.9492,100.3543,80.38,72,100,3.65,ID,1590602400
404,Pevek,69.7008,170.3133,36.82,83,68,16.11,RU,1590602400
405,São Francisco,-15.9486,-44.8644,77.22,51,0,5.46,BR,1590602400
406,Iisalmi,63.5592,27.1907,58.12,69,100,3.89,FI,1590602400
407,Hamza,40.4264,71.4956,87.22,30,3,1.36,UZ,1590602400
408,Puerto Ayacucho,5.6639,-67.6236,73.94,95,87,4.59,VE,1590602400
409,Borazjan,29.2666,51.2159,97.59,32,56,5.53,IR,1590602400
410,Pedro II,-4.4247,-41.4586,84.61,58,28,3.31,BR,1590602400
411,Adolfo López Mateos,28.4667,-107.3,78.98,24,0,1.45,MX,1590602400
412,Sfântu Gheorghe,45.8667,25.7833,48.7,89,96,2.51,RO,1590602400
413,Cavan,53.9908,-7.3606,64.15,75,94,6.11,IE,1590602400
414,Peniche,39.3558,-9.3811,76.98,59,0,7.52,PT,1590602400
415,Yoichi,43.2039,140.7703,53.33,90,97,5.84,JP,1590602400
416,Pringsewu,-5.3582,104.9744,74.68,93,100,2.91,ID,1590602400
417,Lahaina,20.8783,-156.6825,76.69,74,49,7.74,US,1590602400
418,Itabira,-19.6192,-43.2269,69.44,44,0,3.58,BR,1590602400
419,Mana,5.6592,-53.7767,82.51,73,63,11.97,GF,1590602400
420,Karratha,-20.7377,116.8463,68.5,43,0,9.17,AU,1590602400
421,Umluj,25.0213,37.2685,85.44,43,0,9.17,SA,1590602400
422,Saint George,37.1041,-113.5841,93.99,17,2,4.29,US,1590602400
423,Aranos,-24.1333,19.1167,56.57,31,0,8.05,NA,1590602400
424,Novaya Ladoga,60.1025,32.3019,56.5,55,6,3.74,RU,1590602400
425,Marystown,47.1666,-55.1483,56.19,85,97,4.5,CA,1590602400
426,Katsuura,35.1333,140.3,67.48,82,97,16.08,JP,1590602400
427,Rawson,-43.3002,-65.1023,57.99,37,91,18.1,AR,1590602400
428,Fort Saint James,54.4333,-124.25,62.42,41,0,1.59,CA,1590602400
429,Beloha,-25.1667,45.05,73.11,61,73,5.06,MG,1590602400
430,Kahului,20.8947,-156.47,76.75,73,49,8.28,US,1590602400
431,Kaifeng,34.7911,114.3483,71.49,29,85,2.77,CN,1590602400
432,Petrovsk-Zabaykal'skiy,51.273,108.843,43.36,79,100,8.57,RU,1590602400
433,Mahajanga,-15.7167,46.3167,78.17,57,0,6.91,MG,1590602400
434,Arman',59.7,150.1667,37.62,78,12,1.95,RU,1590602400
435,Bairiki Village,1.3292,172.9752,81.82,79,63,8.34,KI,1590602400
436,Bachaquero,9.9694,-71.1494,90.45,62,86,4.56,VE,1590602400
437,Havøysund,70.9963,24.6622,47.39,77,56,8.93,NO,1590602400
438,Kingston,17.997,-76.7936,88.23,67,59,6.6,JM,1590602400
439,Amapá,1.0,-52.0,89.15,57,51,4.18,BR,1590602400
440,Distrikt Brokopondo,4.75,-55.1667,87.03,67,37,7.7,SR,1590602400
441,Sīrjān,29.452,55.6814,82.76,15,22,16.46,IR,1590602400
442,Araouane,18.9048,-3.5265,103.82,13,92,6.38,ML,1590602400
443,Iskateley,67.6803,53.1512,54.46,49,22,11.03,RU,1590602400
444,San Gabriel,34.0961,-118.1058,86.07,53,1,5.59,US,1590602400
445,Comodoro Rivadavia,-45.8667,-67.5,54.43,48,20,12.84,AR,1590602400
446,Rocha,-34.4833,-54.3333,64.94,57,0,5.73,UY,1590602400
447,Senanga,-16.1167,23.2667,74.68,29,47,5.79,ZM,1590602400
448,Poso,-1.3959,120.7524,78.4,76,95,1.59,ID,1590602400
449,Māngrol,21.1167,70.1167,84.6,82,8,15.12,IN,1590602400
450,Muros,42.7762,-9.0603,79.81,57,0,4.27,ES,1590602400
451,Boden,65.8252,21.6886,60.24,37,100,8.32,SE,1590602400
452,Korla,41.7597,86.1469,77.25,50,48,2.33,CN,1590602400
453,Poum,-20.2333,164.0167,75.58,81,24,11.5,NC,1590602400
454,Ilulissat,69.2167,-51.1,34.74,73,55,3.44,GL,1590602400
455,Lázaro Cárdenas,17.9583,-102.2,83.91,52,15,8.57,MX,1590602400
456,Sorata,-15.7667,-68.6333,59.09,33,0,6.89,BO,1590602400
457,Brae,60.3964,-1.353,51.69,68,21,11.74,GB,1590602400
458,Saint-Joseph,-21.3667,55.6167,72.99,77,21,11.12,RE,1590602400
459,Vorobyevka,50.6451,40.9245,60.98,70,37,4.5,RU,1590602400
460,Eyl,7.9803,49.8164,84.99,70,57,20.98,SO,1590602400
461,Matara,5.9485,80.5353,80.26,88,100,11.03,LK,1590602400
462,Carman,49.4992,-98.0016,69.31,49,11,18.63,CA,1590602400
463,Laas,46.6166,10.7002,64.83,26,10,4.9,IT,1590602400
464,Arrondissement de Mende,44.6667,3.5,65.61,45,26,2.75,FR,1590602400
465,Garoowe,8.4054,48.4845,89.33,43,13,8.34,SO,1590602400
466,Chany,55.3121,76.7647,51.62,64,26,4.12,RU,1590602400
467,Sault Ste. Marie,46.5168,-84.3333,80.64,57,34,10.16,CA,1590602400
468,Petatlán,17.5167,-101.2667,90.23,53,41,7.25,MX,1590602400
469,Kwekwe,-18.9281,29.8149,66.25,27,0,4.5,ZW,1590602400
470,Disna,55.568,28.1971,61.79,63,70,6.46,BY,1590602400
471,West Chicago,41.8847,-88.204,80.22,62,45,8.97,US,1590602400
472,Dhrāngadhra,22.9833,71.4667,87.39,59,32,24.45,IN,1590602400
473,Sines Municipality,37.9562,-8.8698,74.37,64,0,11.56,PT,1590602400
474,Saint Charles,38.7839,-90.4812,69.96,89,95,6.22,US,1590602400
475,Bubaque,11.2833,-15.8333,79.38,74,54,8.39,GW,1590602400
476,Nemuro,43.3236,145.575,46.89,98,100,12.48,JP,1590602400
477,Melchor de Mencos,17.0686,-89.1522,96.6,62,87,3.65,GT,1590602400
478,Cockburn Town,21.4612,-71.1419,83.88,74,59,11.61,TC,1590602400
479,Bagpat,28.95,77.2167,97.84,17,40,7.74,IN,1590602400
480,Lefka,35.1106,32.8506,69.84,67,11,9.31,CY,1590602400
481,Maceió,-9.6658,-35.7353,87.04,66,39,9.98,BR,1590602400
482,Port Blair,11.6667,92.75,84.09,81,94,10.33,IN,1590602400
483,Port Macquarie,-31.4333,152.9167,57.42,92,58,4.61,AU,1590602400
484,Anshun,26.25,105.9333,57.79,81,100,5.66,CN,1590602400
485,Ol'ga,43.7444,135.2892,47.08,90,50,5.57,RU,1590602400
486,Mount Gambier,-37.8333,140.7667,49.23,98,71,5.1,AU,1590602400
487,Aden,12.7794,45.0367,89.15,69,0,3.76,YE,1590602400
488,Manado,1.487,124.8455,78.71,81,58,3.6,ID,1590602400
489,Ixtapa,20.7,-105.2,91.83,49,6,8.03,MX,1590602400
490,Vatra Dornei,47.35,25.3667,46.87,83,98,3.11,RO,1590602400
491,Weihai,37.5017,122.1136,58.44,91,0,10.63,CN,1590602400
492,Tsivil'sk,55.8611,47.4664,53.47,80,39,7.67,RU,1590602400
493,Agadez,19.75,10.25,99.03,14,96,15.75,NE,1590602400
494,Richards Bay,-28.783,32.0377,59.36,47,14,4.63,ZA,1590602400
495,Mayumba,-3.432,10.6554,78.84,82,98,7.83,GA,1590602400
496,Hopkinsville,36.8656,-87.4886,67.48,97,95,9.15,US,1590602400
497,Sittwe,20.15,92.9,84.07,84,84,3.67,MM,1590602400
498,Omoa,15.7667,-88.0333,86.76,59,95,3.47,HN,1590602400
499,Novobiryusinskiy,56.9578,97.7076,46.08,62,91,8.43,RU,1590602400
500,Port Antonio,18.18,-76.4612,86.32,69,59,11.5,JM,1590602400
501,Matagami,49.7502,-77.6328,88.93,48,26,16.73,CA,1590602400
502,Bouca,6.5105,18.2733,84.43,68,88,3.22,CF,1590602400
503,Ouésso,1.6136,16.0517,83.66,69,82,3.11,CG,1590602400
504,Tīkamgarh,24.745,78.8333,95.34,16,21,6.69,IN,1590602400
505,Ishigaki,24.3448,124.1572,78.42,85,64,8.23,JP,1590602400
506,Carutapera,-1.195,-46.02,86.52,65,21,8.03,BR,1590602400
507,Salalah,17.0151,54.0924,83.53,75,87,3.09,OM,1590602400
508,Lincoln,40.8,-96.667,64.51,82,95,9.31,US,1590602400
509,Inta,66.0317,60.1659,54.9,57,99,8.5,RU,1590602400
510,Aksu,41.1231,80.2644,80.92,16,0,3.2,CN,1590602400
511,Forsytheganj,52.6333,29.7333,57.52,82,94,5.14,BY,1590602400
512,Ayní,39.3941,68.5377,65.01,46,100,2.82,TJ,1590602400
513,Kayerkan,69.3497,87.7602,38.08,81,86,6.13,RU,1590602400
514,Linxia Chengguanzhen,35.6003,103.2064,49.73,49,50,5.73,CN,1590602400
515,Nuuk,64.1835,-51.7216,37.26,83,81,12.44,GL,1590602400
516,Salinas,36.6777,-121.6555,87.08,58,1,5.01,US,1590602400
517,Hūn,29.1268,15.9477,88.57,17,8,14.05,LY,1590602400
518,George Town,5.4112,100.3354,82.18,81,59,3.58,MY,1590602400
519,Constitución,-35.3333,-72.4167,60.78,74,9,6.13,CL,1590602400
520,Marquette,46.5333,-87.6335,76.87,72,94,9.13,US,1590602400
521,Nivala,63.9167,24.9667,52.41,76,100,4.54,FI,1590602400
522,Hualmay,-11.0964,-77.6139,71.73,69,2,9.42,PE,1590602400
523,La Ronge,55.1001,-105.2842,40.71,93,95,12.39,CA,1590602400
524,Numan,9.4667,12.0333,95.79,42,91,3.76,NG,1590602400
525,Hatillo,18.4863,-66.8254,84.76,68,17,7.34,PR,1590602400
526,Ubrique,36.6778,-5.446,78.42,39,0,8.52,ES,1590602400
527,Ludvika,60.1496,15.1878,54.46,59,89,7.09,SE,1590602400
528,Isangel,-19.55,169.2667,73.67,85,13,8.75,VU,1590602400
529,Maragogi,-9.0122,-35.2225,82.67,79,19,10.18,BR,1590602400
530,Loralai,30.3705,68.598,85.55,13,13,12.73,PK,1590602400
531,Mangaldai,26.4333,92.0333,72.21,88,96,9.01,IN,1590602400
532,Mehrān,33.1222,46.1646,93.29,12,0,8.01,IR,1590602400
533,São Félix do Xingu,-6.6447,-51.995,88.48,63,4,1.5,BR,1590602400
534,Saryozek,44.3583,77.9753,62.71,55,0,6.04,KZ,1590602400
